State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Production_N
West Bengal,MEDINIPUR EAST,2012,SUMMER,Rice,157072,525727,525.727
West Bengal,DARJEELING,2010,RABI,Peas & beans (Pulses),820,668,0.668
West Bengal,BARDHAMAN,2012,AUTUMN,Rice,17567,51880,51.88
West Bengal,HOWRAH,2009,KHARIF,Jute,6220,108127,108.127
West Bengal,PURULIA,2019,KHARIF,Moth,16,14,0.014
West Bengal,BIRBHUM,2010,RABI,Masoor,4545,2819,2.819
West Bengal,BANKURA,2018,AUTUMN,Rice,19717,50308,50.308
West Bengal,MEDINIPUR WEST,2014,AUTUMN,Sesamum,230,173,0.173
West Bengal,BARDHAMAN,2017,WINTER,Rice,420798,1301195,1301.195
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Jute,628,7781,7.781
West Bengal,NADIA,2015,RABI,Arhar/Tur,559,909,0.909
West Bengal,PURULIA,2015,KHARIF,Sunflower,37,40,0.04
West Bengal,JALPAIGURI,2016,ANNUAL,Sugarcane,184,21417,21.417
West Bengal,HOOGHLY,2015,KHARIF,Moong(Green Gram),50,31,0.031
West Bengal,BARDHAMAN,2011,RABI,Gram,350,221,0.221
West Bengal,DARJEELING,2014,RABI,Khesari,4,4,0.004
West Bengal,BANKURA,2015,KHARIF,Mesta,49,13,0.013
West Bengal,MALDAH,2014,ANNUAL,Tobacco,210,138,0.138
West Bengal,DINAJPUR UTTAR,2019,RABI,Urad,533,363,0.363
West Bengal,DINAJPUR UTTAR,2010,RABI,Small millets,650,578,0.578
West Bengal,JALPAIGURI,2014,KHARIF,Small millets,45,31,0.031
West Bengal,DINAJPUR UTTAR,2018,RABI,Groundnut,97,241,0.241
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Mesta,581,8256,8.256
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Sunflower,9077,12109,12.109
West Bengal,BIRBHUM,2019,RABI,Groundnut,58,61,0.061
West Bengal,HOOGHLY,2014,RABI,Peas & beans (Pulses),35,44,0.044
West Bengal,MALDAH,2016,KHARIF,Mesta,629,4802,4.802
West Bengal,DINAJPUR UTTAR,2010,RABI,Horse-gram,416,175,0.175
West Bengal,MURSHIDABAD,2016,WINTER,Sesamum,87,45,0.045
West Bengal,24 PARAGANAS SOUTH,2012,WINTER,Rice,324295,569092,569.092
West Bengal,MALDAH,2015,RABI,Wheat,47566,143989,143.989
West Bengal,MALDAH,2018,RABI,Linseed,134,91,0.091
West Bengal,MURSHIDABAD,2015,KHARIF,Jute,157701,2343257,2343.257
West Bengal,COOCHBEHAR,2012,RABI,Rapeseed &Mustard,16059,6598,6.598
West Bengal,DARJEELING,2014,RABI,Moong(Green Gram),17,13,0.013
West Bengal,NADIA,2011,RABI,Gram,3949,2551,2.551
West Bengal,24 PARAGANAS NORTH,2012,RABI,Wheat,6966,17849,17.849
West Bengal,JALPAIGURI,2013,WINTER,Sesamum,110,66,0.066
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Urad,65,49,0.049
West Bengal,BARDHAMAN,2014,SUMMER,Groundnut,415,584,0.584
West Bengal,DARJEELING,2014,RABI,Peas & beans (Pulses),23,16,0.016
West Bengal,DINAJPUR UTTAR,2009,RABI,Masoor,1354,545,0.545
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Urad,1375,1164,1.164
West Bengal,DARJEELING,2010,KHARIF,Soyabean,485,279,0.279
West Bengal,MALDAH,2019,KHARIF,Urad,11457,10569,10.569
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Dry ginger,205,270,0.27
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Urad,58,56,0.056
West Bengal,HOOGHLY,2013,KHARIF,Urad,9,3,0.003
West Bengal,PURULIA,2015,RABI,Linseed,347,119,0.119
West Bengal,BIRBHUM,2009,RABI,Horse-gram,163,37,0.037
West Bengal,BARDHAMAN,2012,KHARIF,Groundnut,135,162,0.162
West Bengal,MURSHIDABAD,2010,KHARIF,Dry ginger,205,352,0.352
West Bengal,MALDAH,2018,KHARIF,Jute,24637,396145,396.145
West Bengal,MEDINIPUR WEST,2013,KHARIF,Sunflower,265,345,0.345
West Bengal,BANKURA,2009,KHARIF,Bajra,18,10,0.01
West Bengal,BARDHAMAN,2013,KHARIF,Groundnut,61,76,0.076
West Bengal,NADIA,2009,RABI,Safflower,255,362,0.362
West Bengal,NADIA,2018,RABI,Gram,6788,7291,7.291
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Jute,48189,821829,821.829
West Bengal,BARDHAMAN,2016,RABI,Safflower,5,4,0.004
West Bengal,JALPAIGURI,2017,RABI,Khesari,403,371,0.371
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Maize,3,6,0.006
West Bengal,COOCHBEHAR,2017,RABI,Groundnut,195,234,0.234
West Bengal,COOCHBEHAR,2009,ANNUAL,Tobacco,14115,19450,19.45
West Bengal,PURULIA,2012,RABI,Khesari,139,58,0.058
West Bengal,DINAJPUR DAKSHIN,2017,RABI,Wheat,12292,41020,41.02
West Bengal,NADIA,2010,KHARIF,Sunflower,1275,1999,1.999
West Bengal,COOCHBEHAR,2013,AUTUMN,Rice,12953,21467,21.467
West Bengal,NADIA,2019,SUMMER,Rice,98286,374824,374.824
West Bengal,MEDINIPUR WEST,2009,RABI,Urad,1185,1114,1.114
West Bengal,PURULIA,2016,KHARIF,Urad,9114,2991,2.991
West Bengal,NADIA,2018,RABI,Groundnut,3800,7030,7.03
West Bengal,MURSHIDABAD,2015,SUMMER,Moong(Green Gram),347,221,0.221
West Bengal,HOOGHLY,2016,RABI,Wheat,158,381,0.381
West Bengal,DARJEELING,2009,SUMMER,Rice,1177,2248,2.248
West Bengal,HOOGHLY,2011,ANNUAL,Dry chillies,978,914,0.914
West Bengal,DARJEELING,2011,RABI,Urad,218,114,0.114
West Bengal,MEDINIPUR WEST,2012,KHARIF,Urad,117,35,0.035
West Bengal,DARJEELING,2012,SUMMER,Groundnut,15,18,0.018
West Bengal,MEDINIPUR WEST,2018,RABI,Arhar/Tur,164,257,0.257
West Bengal,HOWRAH,2013,KHARIF,Urad,4,4,0.004
West Bengal,MURSHIDABAD,2016,RABI,Moong(Green Gram),40,54,0.054
West Bengal,COOCHBEHAR,2018,KHARIF,Other Kharif pulses,57,22,0.022
West Bengal,MALDAH,2010,ANNUAL,Potato,2524,38474,38.474
West Bengal,MEDINIPUR WEST,2015,AUTUMN,Groundnut,461,392,0.392
West Bengal,MEDINIPUR WEST,2015,AUTUMN,Rice,39370,86742,86.742
West Bengal,JALPAIGURI,2013,WINTER,Sesamum,110,66,0.066
West Bengal,DARJEELING,2010,ANNUAL,Turmeric,140,149,0.149
West Bengal,MALDAH,2013,RABI,Linseed,130,81,0.081
West Bengal,BIRBHUM,2011,KHARIF,Urad,216,74,0.074
West Bengal,MURSHIDABAD,2012,RABI,Masoor,19707,15465,15.465
West Bengal,COOCHBEHAR,2018,KHARIF,Jute,76238,917138,917.138
West Bengal,PURULIA,2011,ANNUAL,Groundnut,1095,1082,1.082
West Bengal,MEDINIPUR EAST,2013,KHARIF,Cotton(lint),113,678,0.678
West Bengal,PURULIA,2010,RABI,Linseed,1345,276,0.276
West Bengal,BIRBHUM,2018,KHARIF,Mesta,1,13,0.013
West Bengal,DINAJPUR UTTAR,2017,AUTUMN,Ragi,180,156,0.156
West Bengal,DINAJPUR UTTAR,2013,SUMMER,Maize,15750,94894,94.894
West Bengal,BARDHAMAN,2009,RABI,Horse-gram,63,43,0.043
West Bengal,DARJEELING,2010,RABI,Masoor,16,10,0.01
West Bengal,DINAJPUR UTTAR,2012,RABI,Maize,6550,32750,32.75
West Bengal,HOWRAH,2011,RABI,Wheat,450,698,0.698
West Bengal,DINAJPUR UTTAR,2019,RABI,Urad,533,363,0.363
West Bengal,MALDAH,2015,ANNUAL,Sugarcane,2234,220998,220.998
West Bengal,JALPAIGURI,2012,RABI,Maize,45,152,0.152
West Bengal,MEDINIPUR WEST,2013,RABI,Groundnut,6530,11754,11.754
West Bengal,DINAJPUR UTTAR,2019,RABI,Rapeseed &Mustard,47272,43912,43.912
West Bengal,BARDHAMAN,2014,RABI,Linseed,18,4,0.004
West Bengal,COOCHBEHAR,2009,RABI,Wheat,17568,33387,33.387
West Bengal,HOOGHLY,2011,RABI,Rapeseed &Mustard,3944,3112,3.112
West Bengal,PURULIA,2012,SUMMER,Groundnut,3,6,0.006
West Bengal,PURULIA,2010,RABI,Rapeseed &Mustard,2202,1621,1.621
West Bengal,DINAJPUR UTTAR,2018,RABI,Masoor,529,329,0.329
West Bengal,DARJEELING,2017,WINTER,Rice,27311,58903,58.903
West Bengal,BARDHAMAN,2010,RABI,Masoor,654,614,0.614
West Bengal,DARJEELING,2016,KHARIF,Soyabean,526,440,0.44
West Bengal,MEDINIPUR WEST,2015,RABI,Gram,5,6,0.006
West Bengal,NADIA,2014,RABI,Rapeseed &Mustard,63286,69633,69.633
West Bengal,MURSHIDABAD,2017,RABI,Wheat,99243,285342,285.342
West Bengal,BIRBHUM,2010,SUMMER,Moong(Green Gram),32,13,0.013
West Bengal,HOWRAH,2009,RABI,Gram,8,8,0.008
West Bengal,COOCHBEHAR,2015,RABI,Peas & beans (Pulses),121,147,0.147
West Bengal,HOWRAH,2019,RABI,Khesari,920,788,0.788
West Bengal,JALPAIGURI,2012,RABI,Barley,4,6,0.006
West Bengal,NADIA,2009,RABI,Peas & beans (Pulses),4475,3932,3.932
West Bengal,BANKURA,2014,RABI,Wheat,4129,9868,9.868
West Bengal,BANKURA,2017,WINTER,Rice,322444,864752,864.752
West Bengal,COOCHBEHAR,2013,KHARIF,Sannhamp,190,1254,1.254
West Bengal,JALPAIGURI,2012,RABI,Gram,61,58,0.058
West Bengal,COOCHBEHAR,2018,AUTUMN,Rice,4170,7106,7.106
West Bengal,MALDAH,2011,RABI,Peas & beans (Pulses),503,344,0.344
West Bengal,DINAJPUR DAKSHIN,2016,KHARIF,Sunflower,21,21,0.021
West Bengal,BANKURA,2013,SUMMER,Rice,46705,128304,128.304
West Bengal,DARJEELING,2018,WINTER,Rice,27005,62125,62.125
West Bengal,JALPAIGURI,2016,RABI,Linseed,798,245,0.245
West Bengal,JALPAIGURI,2016,RABI,Khesari,518,369,0.369
West Bengal,JALPAIGURI,2019,RABI,Linseed,707,207,0.207
West Bengal,BARDHAMAN,2013,RABI,Wheat,2006,4667,4.667
West Bengal,MALDAH,2011,ANNUAL,Potato,2751,46056,46.056
West Bengal,24 PARAGANAS NORTH,2010,SUMMER,Rice,96675,283954,283.954
West Bengal,DINAJPUR DAKSHIN,2012,RABI,Wheat,10089,29846,29.846
West Bengal,24 PARAGANAS SOUTH,2016,RABI,Khesari,4048,3206,3.206
West Bengal,PURULIA,2017,RABI,Groundnut,22,19,0.019
West Bengal,HOWRAH,2010,KHARIF,Maize,77,78,0.078
West Bengal,COOCHBEHAR,2017,RABI,Khesari,265,166,0.166
West Bengal,DARJEELING,2018,SUMMER,Sesamum,167,110,0.11
West Bengal,MALDAH,2015,KHARIF,Horse-gram,315,129,0.129
West Bengal,JALPAIGURI,2012,RABI,Maize,45,152,0.152
West Bengal,HOWRAH,2017,RABI,Khesari,611,936,0.936
West Bengal,HOWRAH,2013,KHARIF,Sunflower,135,149,0.149
West Bengal,BARDHAMAN,2018,ANNUAL,Sugarcane,1577,101564,101.564
West Bengal,JALPAIGURI,2018,RABI,Moong(Green Gram),195,112,0.112
West Bengal,PURULIA,2012,KHARIF,Garlic,93,840,0.84
West Bengal,COOCHBEHAR,2012,AUTUMN,Rice,12303,16627,16.627
West Bengal,MEDINIPUR WEST,2012,RABI,Moong(Green Gram),935,655,0.655
West Bengal,DINAJPUR UTTAR,2011,KHARIF,Urad,1905,1135,1.135
West Bengal,MEDINIPUR WEST,2014,ANNUAL,Sugarcane,1617,134367,134.367
West Bengal,COOCHBEHAR,2012,KHARIF,Niger seed,2730,1993,1.993
West Bengal,NADIA,2019,SUMMER,Sesamum,24546,29591,29.591
West Bengal,DARJEELING,2017,RABI,Arhar/Tur,20,27,0.027
West Bengal,MURSHIDABAD,2017,SUMMER,Rice,114063,392066,392.066
West Bengal,COOCHBEHAR,2010,RABI,Rapeseed &Mustard,17941,8401,8.401
West Bengal,JALPAIGURI,2017,RABI,Khesari,403,371,0.371
West Bengal,NADIA,2011,RABI,Arhar/Tur,22,11,0.011
West Bengal,BIRBHUM,2012,RABI,Arhar/Tur,26,12,0.012
West Bengal,HOWRAH,2014,AUTUMN,Rice,944,1192,1.192
West Bengal,DINAJPUR UTTAR,2009,KHARIF,Sunflower,31,23,0.023
West Bengal,DINAJPUR UTTAR,2011,KHARIF,Urad,1905,1135,1.135
West Bengal,MEDINIPUR WEST,2016,KHARIF,Jute,3463,37788,37.788
West Bengal,COOCHBEHAR,2017,RABI,Potato,24573,744341,744.341
West Bengal,JALPAIGURI,2012,RABI,Masoor,1383,622,0.622
West Bengal,MEDINIPUR WEST,2009,KHARIF,Other Kharif pulses,370,345,0.345
West Bengal,COOCHBEHAR,2017,SUMMER,Maize,4388,26780,26.78
West Bengal,COOCHBEHAR,2010,RABI,Horse-gram,70,46,0.046
West Bengal,MEDINIPUR WEST,2011,KHARIF,Sunflower,350,519,0.519
West Bengal,BARDHAMAN,2011,RABI,Gram,350,221,0.221
West Bengal,MEDINIPUR EAST,2011,RABI,Rapeseed &Mustard,4001,2185,2.185
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Moong(Green Gram),59,38,0.038
West Bengal,BANKURA,2010,ANNUAL,Sesamum,15427,11285,11.285
West Bengal,BARDHAMAN,2014,RABI,Rapeseed &Mustard,25480,24067,24.067
West Bengal,MURSHIDABAD,2010,ANNUAL,Turmeric,1680,6504,6.504
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Mesta,581,8256,8.256
West Bengal,JALPAIGURI,2014,KHARIF,Mesta,229,2497,2.497
West Bengal,DARJEELING,2016,KHARIF,Niger seed,75,49,0.049
West Bengal,COOCHBEHAR,2014,KHARIF,Jute,87208,1084117,1084.117
West Bengal,24 PARAGANAS NORTH,2019,RABI,Wheat,8083,23857,23.857
West Bengal,HOWRAH,2011,ANNUAL,Potato,8684,74787,74.787
West Bengal,PURULIA,2015,KHARIF,Sannhamp,10,40,0.04
West Bengal,24 PARAGANAS SOUTH,2018,ANNUAL,Sugarcane,27,2706,2.706
West Bengal,NADIA,2017,SUMMER,Maize,1780,4694,4.694
West Bengal,COOCHBEHAR,2011,KHARIF,Small millets,670,503,0.503
West Bengal,BIRBHUM,2012,SUMMER,Groundnut,153,221,0.221
West Bengal,DINAJPUR DAKSHIN,2012,WINTER,Rice,147939,354857,354.857
West Bengal,DINAJPUR UTTAR,2009,RABI,Small millets,230,204,0.204
West Bengal,DARJEELING,2009,RABI,Barley,23,44,0.044
West Bengal,BANKURA,2018,SUMMER,Moong(Green Gram),65,21,0.021
West Bengal,JALPAIGURI,2018,KHARIF,Horse-gram,63,37,0.037
West Bengal,BIRBHUM,2014,RABI,Peas & beans (Pulses),272,342,0.342
West Bengal,MALDAH,2016,AUTUMN,Rice,3689,8547,8.547
West Bengal,BARDHAMAN,2012,SUMMER,Sesamum,22793,16698,16.698
West Bengal,DINAJPUR DAKSHIN,2013,AUTUMN,Rice,7328,15288,15.288
West Bengal,BIRBHUM,2014,RABI,Linseed,187,40,0.04
West Bengal,BANKURA,2009,RABI,Linseed,5,1,0.001
West Bengal,MURSHIDABAD,2011,KHARIF,Other Kharif pulses,5,3,0.003
West Bengal,COOCHBEHAR,2010,ANNUAL,Arecanut,1146,5730,5.73
West Bengal,MEDINIPUR WEST,2015,KHARIF,Urad,84,15,0.015
West Bengal,DARJEELING,2018,RABI,Ragi,9529,10663,10.663
West Bengal,JALPAIGURI,2019,RABI,Khesari,612,537,0.537
West Bengal,JALPAIGURI,2010,KHARIF,Sunflower,113,103,0.103
West Bengal,DINAJPUR UTTAR,2019,SUMMER,Moong(Green Gram),1177,911,0.911
West Bengal,DARJEELING,2017,SUMMER,Maize,454,1433,1.433
West Bengal,HOWRAH,2016,RABI,Wheat,91,108,0.108
West Bengal,MEDINIPUR WEST,2009,RABI,Wheat,11463,24123,24.123
West Bengal,MEDINIPUR WEST,2018,AUTUMN,Rice,37862,87307,87.307
West Bengal,DINAJPUR UTTAR,2012,RABI,Rapeseed &Mustard,33837,24478,24.478
West Bengal,JALPAIGURI,2009,ANNUAL,Sugarcane,106,7201,7.201
West Bengal,DARJEELING,2017,AUTUMN,Groundnut,1,1,0.001
West Bengal,DINAJPUR DAKSHIN,2012,KHARIF,Urad,659,326,0.326
West Bengal,BANKURA,2011,ANNUAL,Turmeric,295,449,0.449
West Bengal,BIRBHUM,2012,RABI,Khesari,1181,867,0.867
West Bengal,JALPAIGURI,2013,RABI,Maize,45,152,0.152
West Bengal,NADIA,2010,ANNUAL,Sesamum,15402,15571,15.571
West Bengal,DINAJPUR DAKSHIN,2009,ANNUAL,Turmeric,350,1066,1.066
West Bengal,PURULIA,2012,RABI,Wheat,1614,3785,3.785
West Bengal,BIRBHUM,2015,SUMMER,Groundnut,61,90,0.09
West Bengal,MEDINIPUR EAST,2015,KHARIF,Jute,671,11736,11.736
West Bengal,MALDAH,2012,KHARIF,Jute,22480,289173,289.173
West Bengal,COOCHBEHAR,2019,KHARIF,Jute,72734,1003106,1003.106
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Urad,2190,1636,1.636
West Bengal,HOOGHLY,2018,SUMMER,Sesamum,32467,32462,32.462
West Bengal,HOWRAH,2014,AUTUMN,Rice,944,1192,1.192
West Bengal,JALPAIGURI,2017,RABI,Masoor,1584,809,0.809
West Bengal,PURULIA,2009,KHARIF,Jowar,86,33,0.033
West Bengal,DINAJPUR UTTAR,2019,KHARIF,Urad,1263,916,0.916
West Bengal,BANKURA,2018,RABI,Masoor,111,95,0.095
West Bengal,DINAJPUR UTTAR,2011,RABI,Peas & beans (Pulses),27,18,0.018
West Bengal,PURULIA,2011,KHARIF,Jowar,40,11,0.011
West Bengal,NADIA,2011,RABI,Barley,602,329,0.329
West Bengal,24 PARAGANAS SOUTH,2014,WINTER,Rice,314183,620950,620.95
West Bengal,BARDHAMAN,2017,KHARIF,Soyabean,15,11,0.011
West Bengal,DINAJPUR DAKSHIN,2019,RABI,Potato,4936,123348,123.348
West Bengal,PURULIA,2016,AUTUMN,Rice,200,245,0.245
West Bengal,BIRBHUM,2019,KHARIF,Jute,323,6702,6.702
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Wheat,3252,5042,5.042
West Bengal,BIRBHUM,2018,WINTER,Rice,322256,1064745,1064.745
West Bengal,NADIA,2017,AUTUMN,Groundnut,25,32,0.032
West Bengal,JALPAIGURI,2018,RABI,Urad,480,324,0.324
West Bengal,BANKURA,2014,SUMMER,Groundnut,462,799,0.799
West Bengal,HOWRAH,2015,RABI,Gram,4,4,0.004
West Bengal,DARJEELING,2013,SUMMER,Rice,1526,3204,3.204
West Bengal,JALPAIGURI,2017,RABI,Small millets,25,13,0.013
West Bengal,PURULIA,2018,ANNUAL,Sugarcane,161,7948,7.948
West Bengal,24 PARAGANAS SOUTH,2014,RABI,Linseed,77,35,0.035
West Bengal,MALDAH,2010,KHARIF,Small millets,107,38,0.038
West Bengal,BIRBHUM,2014,KHARIF,Other Kharif pulses,220,95,0.095
West Bengal,MEDINIPUR WEST,2011,RABI,Khesari,87,50,0.05
West Bengal,24 PARAGANAS SOUTH,2011,SUMMER,Rice,76956,229965,229.965
West Bengal,DINAJPUR DAKSHIN,2014,RABI,Wheat,11844,35315,35.315
West Bengal,HOOGHLY,2018,WINTER,Rice,195988,545151,545.151
West Bengal,DINAJPUR UTTAR,2013,ANNUAL,Sugarcane,460,48800,48.8
West Bengal,BIRBHUM,2012,RABI,Masoor,5974,5474,5.474
West Bengal,BIRBHUM,2019,WINTER,Rice,315561,1029374,1029.374
West Bengal,DINAJPUR DAKSHIN,2017,KHARIF,Mesta,3022,41970,41.97
West Bengal,DINAJPUR UTTAR,2010,ANNUAL,Groundnut,276,651,0.651
West Bengal,DINAJPUR UTTAR,2019,RABI,Wheat,38512,89624,89.624
West Bengal,DINAJPUR UTTAR,2011,AUTUMN,Rice,2529,3347,3.347
West Bengal,MEDINIPUR WEST,2011,RABI,Rapeseed &Mustard,16981,13256,13.256
West Bengal,BARDHAMAN,2014,RABI,Masoor,1377,998,0.998
West Bengal,DINAJPUR UTTAR,2015,KHARIF,Mesta,836,7618,7.618
West Bengal,PURULIA,2011,KHARIF,Sunflower,45,33,0.033
West Bengal,24 PARAGANAS SOUTH,2017,KHARIF,Sunflower,4945,6082,6.082
West Bengal,MALDAH,2013,SUMMER,Groundnut,123,98,0.098
West Bengal,PURULIA,2012,RABI,Safflower,59,57,0.057
West Bengal,DINAJPUR UTTAR,2017,ANNUAL,Sugarcane,958,100176,100.176
West Bengal,NADIA,2012,KHARIF,Groundnut,50,72,0.072
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Rapeseed &Mustard,1404,885,0.885
West Bengal,BIRBHUM,2013,RABI,Gram,9426,11282,11.282
West Bengal,MURSHIDABAD,2010,KHARIF,Moong(Green Gram),12,10,0.01
West Bengal,PURULIA,2017,RABI,Linseed,393,73,0.073
West Bengal,MURSHIDABAD,2010,KHARIF,Moong(Green Gram),12,10,0.01
West Bengal,24 PARAGANAS SOUTH,2014,SUMMER,Sesamum,3422,5416,5.416
West Bengal,COOCHBEHAR,2010,KHARIF,Small millets,655,472,0.472
West Bengal,PURULIA,2016,RABI,Wheat,1880,4206,4.206
West Bengal,MURSHIDABAD,2009,KHARIF,Moong(Green Gram),12,9,0.009
West Bengal,HOOGHLY,2015,RABI,Groundnut,480,749,0.749
West Bengal,HOOGHLY,2012,KHARIF,Sannhamp,10,38,0.038
West Bengal,BARDHAMAN,2009,RABI,Rapeseed &Mustard,46468,31031,31.031
West Bengal,MURSHIDABAD,2017,SUMMER,Groundnut,235,687,0.687
West Bengal,24 PARAGANAS NORTH,2017,WINTER,Rice,133093,364032,364.032
West Bengal,JALPAIGURI,2015,SUMMER,Groundnut,3862,7531,7.531
West Bengal,COOCHBEHAR,2018,KHARIF,Sannhamp,138,359,0.359
West Bengal,HOOGHLY,2009,RABI,Moong(Green Gram),75,59,0.059
West Bengal,BIRBHUM,2015,ANNUAL,Sugarcane,652,58103,58.103
West Bengal,BANKURA,2010,ANNUAL,Dry chillies,1367,1661,1.661
West Bengal,HOWRAH,2016,KHARIF,Jute,4979,85564,85.564
West Bengal,MURSHIDABAD,2017,RABI,Barley,335,618,0.618
West Bengal,MALDAH,2010,RABI,Arhar/Tur,43,35,0.035
West Bengal,MALDAH,2019,RABI,Arhar/Tur,50,64,0.064
West Bengal,DARJEELING,2017,SUMMER,Potato,2446,29352,29.352
West Bengal,PURULIA,2011,RABI,Rapeseed &Mustard,4743,2525,2.525
West Bengal,PURULIA,2011,RABI,Moong(Green Gram),43,15,0.015
West Bengal,JALPAIGURI,2009,RABI,Moong(Green Gram),60,36,0.036
West Bengal,BIRBHUM,2010,KHARIF,Jute,179,3251,3.251
West Bengal,NADIA,2015,RABI,Gram,6147,5241,5.241
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Groundnut,1384,2216,2.216
West Bengal,HOWRAH,2013,RABI,Masoor,12,9,0.009
West Bengal,BARDHAMAN,2018,RABI,Arhar/Tur,76,95,0.095
West Bengal,JALPAIGURI,2014,RABI,Wheat,15992,36282,36.282
West Bengal,DARJEELING,2015,RABI,Safflower,8,11,0.011
West Bengal,JALPAIGURI,2009,ANNUAL,Dry chillies,5442,5893,5.893
West Bengal,BANKURA,2017,KHARIF,Bajra,4,5,0.005
West Bengal,BANKURA,2013,ANNUAL,Dry chillies,1534,1676,1.676
West Bengal,BIRBHUM,2019,RABI,Linseed,289,71,0.071
West Bengal,JALPAIGURI,2010,AUTUMN,Rice,46121,67457,67.457
West Bengal,JALPAIGURI,2017,SUMMER,Rice,19013,54174,54.174
West Bengal,MALDAH,2014,KHARIF,Jute,18231,307834,307.834
West Bengal,MURSHIDABAD,2017,RABI,Wheat,99243,285342,285.342
West Bengal,DARJEELING,2015,RABI,Maize,50,130,0.13
West Bengal,COOCHBEHAR,2012,RABI,Moong(Green Gram),180,131,0.131
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Turmeric,530,1086,1.086
West Bengal,BANKURA,2009,ANNUAL,Potato,25872,539008,539.008
West Bengal,MALDAH,2016,RABI,Potato,3862,146943,146.943
West Bengal,MALDAH,2016,RABI,Peas & beans (Pulses),515,446,0.446
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Dry chillies,3293,7984,7.984
West Bengal,DINAJPUR UTTAR,2013,RABI,Horse-gram,40,16,0.016
West Bengal,PURULIA,2012,WINTER,Sesamum,233,93,0.093
West Bengal,HOWRAH,2017,RABI,Rapeseed &Mustard,939,814,0.814
West Bengal,NADIA,2019,SUMMER,Moong(Green Gram),2129,1288,1.288
West Bengal,COOCHBEHAR,2012,SUMMER,Groundnut,155,128,0.128
West Bengal,DARJEELING,2019,RABI,Peas & beans (Pulses),170,205,0.205
West Bengal,MALDAH,2011,RABI,Gram,4681,4563,4.563
West Bengal,MURSHIDABAD,2010,RABI,Wheat,125540,273112,273.112
West Bengal,JALPAIGURI,2009,RABI,Wheat,20121,42506,42.506
West Bengal,PURULIA,2013,KHARIF,Urad,14862,6443,6.443
West Bengal,HOWRAH,2018,RABI,Peas & beans (Pulses),39,45,0.045
West Bengal,DINAJPUR DAKSHIN,2014,RABI,Potato,5379,151092,151.092
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Masoor,656,643,0.643
West Bengal,24 PARAGANAS NORTH,2016,WINTER,Rice,133756,329019,329.019
West Bengal,MURSHIDABAD,2010,ANNUAL,Sesamum,14808,14691,14.691
West Bengal,DINAJPUR DAKSHIN,2017,SUMMER,Rice,21908,68722,68.722
West Bengal,DINAJPUR UTTAR,2017,RABI,Peas & beans (Pulses),8,7,0.007
West Bengal,NADIA,2014,RABI,Wheat,37217,94862,94.862
West Bengal,JALPAIGURI,2019,RABI,Small millets,26,13,0.013
West Bengal,MEDINIPUR EAST,2010,ANNUAL,Arecanut,982,251,0.251
West Bengal,BIRBHUM,2010,WINTER,Rice,314476,948410,948.41
West Bengal,MEDINIPUR WEST,2018,RABI,Wheat,4607,10865,10.865
West Bengal,MURSHIDABAD,2013,RABI,Masoor,13844,8990,8.99
West Bengal,PURULIA,2010,RABI,Horse-gram,875,378,0.378
West Bengal,BARDHAMAN,2011,ANNUAL,Sannhamp,47,334,0.334
West Bengal,JALPAIGURI,2012,ANNUAL,Tobacco,406,229,0.229
West Bengal,MALDAH,2019,RABI,Maize,4927,12318,12.318
West Bengal,NADIA,2019,RABI,Arhar/Tur,307,528,0.528
West Bengal,MEDINIPUR WEST,2016,KHARIF,Urad,71,20,0.02
West Bengal,HOWRAH,2014,WINTER,Rice,71693,100034,100.034
West Bengal,NADIA,2017,RABI,Peas & beans (Pulses),6811,7057,7.057
West Bengal,PURULIA,2019,SUMMER,Rice,306,801,0.801
West Bengal,MALDAH,2011,ANNUAL,Sesamum,98,45,0.045
West Bengal,COOCHBEHAR,2019,SUMMER,Maize,4394,26847,26.847
West Bengal,DINAJPUR DAKSHIN,2012,RABI,Gram,12,11,0.011
West Bengal,BANKURA,2011,RABI,Arhar/Tur,13,8,0.008
West Bengal,BIRBHUM,2015,ANNUAL,Sugarcane,652,58103,58.103
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Groundnut,2211,6460,6.46
West Bengal,NADIA,2016,RABI,Rapeseed &Mustard,72224,68514,68.514
West Bengal,BANKURA,2009,WINTER,Rice,287815,802518,802.518
